"aaer_event_key","first_release_url","most_recent_release_url"
639,"https://www.sec.gov/litigation/admin/34-44633.htm","https://www.sec.gov/litigation/admin/34-44711.htm"
640,"https://www.sec.gov/litigation/admin/34-43361.htm","https://www.sec.gov/litigation/litreleases/lr18357.htm"
641,"https://www.sec.gov/litigation/admin/34-43497.htm","https://www.sec.gov/litigation/admin/2009/34-59363.pdf"
642,"https://www.sec.gov/litigation/admin/34-44581.htm","https://www.sec.gov/litigation/admin/34-44581.htm"
643,"https://www.sec.gov/litigation/admin/34-43359.htm","https://www.sec.gov/litigation/admin/34-44511.htm"
644,"https://www.sec.gov/litigation/litreleases/lr17058.htm","https://www.sec.gov/litigation/litreleases/lr17058.htm"
645,"https://www.sec.gov/litigation/admin/34-44473.htm","https://www.sec.gov/litigation/admin/34-44473.htm"
646,"https://www.sec.gov/litigation/admin/34-44444.htm","https://www.sec.gov/litigation/opinions/34-49182.htm"
647,"https://www.sec.gov/litigation/admin/34-43883.htm","https://www.sec.gov/litigation/litreleases/lr17024.htm"
648,"https://www.sec.gov/litigation/admin/34-44388.htm","https://www.sec.gov/litigation/admin/34-44388.htm"
649,"https://www.sec.gov/litigation/litreleases/lr16924.htm","https://www.sec.gov/litigation/litreleases/lr16924.htm"
650,"https://www.sec.gov/litigation/admin/34-43360.htm","https://www.sec.gov/litigation/admin/34-43532.htm"
651,"https://www.sec.gov/litigation/litreleases/lr16709.htm","https://www.sec.gov/litigation/admin/34-52813.pdf"
652,"https://www.sec.gov/litigation/admin/34-43183.htm","https://www.sec.gov/litigation/admin/34-43183.htm"
653,"https://www.sec.gov/litigation/admin/34-43068.htm","https://www.sec.gov/litigation/litreleases/lr16634.htm"
654,"https://www.sec.gov/litigation/litreleases/lr16625.htm","https://www.sec.gov/litigation/litreleases/lr16625.htm"
659,"https://www.sec.gov/litigation/admin/34-42987.htm","https://www.sec.gov/litigation/litreleases/lr16614.htm"
660,"https://www.sec.gov/litigation/admin/34-42432.htm","https://www.sec.gov/litigation/admin/34-42981.htm"
661,"https://www.sec.gov/litigation/admin/34-42979.htm","https://www.sec.gov/litigation/litreleases/lr16609.htm"
662,"https://www.sec.gov/litigation/admin/34-42968.htm","https://www.sec.gov/litigation/litreleases/lr19557.htm"
663,"https://www.sec.gov/litigation/litreleases/lr16587.htm","https://www.sec.gov/litigation/litreleases/2010/lr21548.htm"
664,"https://www.sec.gov/litigation/admin/34-42879.htm","https://www.sec.gov/litigation/litreleases/lr16580.htm"
665,"https://www.sec.gov/litigation/admin/34-42021.htm","https://www.sec.gov/litigation/litreleases/lr16518.htm"
666,"https://www.sec.gov/litigation/litreleases/lr16516.htm","https://www.sec.gov/litigation/admin/34-42673.htm"
667,"https://www.sec.gov/litigation/litreleases/lr16492.htm","https://www.sec.gov/litigation/litreleases/lr16492.htm"
668,"https://www.sec.gov/litigation/admin/34-42547.htm","https://www.sec.gov/litigation/litreleases/lr16476.htm"
669,"https://www.sec.gov/litigation/litreleases/lr16466.htm","https://www.sec.gov/litigation/litreleases/lr16466.htm"
670,"https://www.sec.gov/litigation/litreleases/lr16444.htm","https://www.sec.gov/litigation/litreleases/lr16444.htm"
671,"https://www.sec.gov/litigation/admin/34-42109.htm","https://www.sec.gov/litigation/admin/34-42420.htm"
672,"https://www.sec.gov/litigation/admin/34-42410.htm","https://www.sec.gov/litigation/admin/2008/34-57709.pdf"
673,"https://www.sec.gov/litigation/admin/34-42394.htm","https://www.sec.gov/litigation/admin/34-43622.htm"
674,"https://www.sec.gov/litigation/admin/34-42392.htm","https://www.sec.gov/litigation/litreleases/2007/lr20124.htm"
675,"https://www.sec.gov/litigation/litreleases/lr16409.htm","https://www.sec.gov/litigation/litreleases/lr16409.htm"
676,"https://www.sec.gov/litigation/admin/34-42229.htm","https://www.sec.gov/litigation/admin/34-42229.htm"
677,"https://www.sec.gov/litigation/admin/34-42031.htm","https://www.sec.gov/litigation/admin/34-42199.htm"
678,"https://www.sec.gov/litigation/litreleases/lr16354.htm","https://www.sec.gov/litigation/litreleases/lr16354.htm"
679,"https://www.sec.gov/litigation/admin/34-42139.htm","https://www.sec.gov/litigation/litreleases/lr18695.htm"
680,"https://www.sec.gov/litigation/admin/34-42079.htm","https://www.sec.gov/litigation/admin/34-42082.htm"
681,"https://www.sec.gov/litigation/admin/34-42030.htm","https://www.sec.gov/litigation/aljdec/id184fo.htm"
759,"https://www.sec.gov/litigation/admin/34-42387.htm","https://www.sec.gov/litigation/admin/34-42387.htm"
760,"https://www.sec.gov/litigation/admin/33-7854.htm","https://www.sec.gov/litigation/admin/33-7854.htm"
762,"https://www.sec.gov/litigation/admin/34-42828.htm","https://www.sec.gov/litigation/litreleases/2013/lr22875.htm"
766,"https://www.sec.gov/litigation/admin/34-42045.htm","https://www.sec.gov/litigation/litreleases/lr16417.htm"
767,"https://www.sec.gov/litigation/litreleases/lr16344.htm","https://www.sec.gov/litigation/admin/34-43249.htm"
796,"https://www.sec.gov/litigation/litreleases/lr18358.htm","https://www.sec.gov/litigation/litreleases/2009/lr21213.htm"
805,"https://www.sec.gov/litigation/litreleases/lr17996.htm","https://www.sec.gov/litigation/admin/2009/34-60484.pdf"
809,"https://www.sec.gov/litigation/admin/34-42124.htm","https://www.sec.gov/litigation/admin/34-50995.htm"
811,"https://www.sec.gov/litigation/admin/34-42157.htm","https://www.sec.gov/litigation/admin/34-42157.htm"
812,"https://www.sec.gov/litigation/admin/34-42047.htm","https://www.sec.gov/litigation/admin/34-42316.htm"
813,"https://www.sec.gov/litigation/admin/34-42438.htm","https://www.sec.gov/litigation/admin/34-42438.htm"
814,"https://www.sec.gov/litigation/litreleases/lr16457.htm","https://www.sec.gov/litigation/litreleases/lr16457.htm"
815,"https://www.sec.gov/litigation/litreleases/lr16480.htm","https://www.sec.gov/litigation/admin/34-42901.htm"
816,"https://www.sec.gov/litigation/admin/33-7851.htm","https://www.sec.gov/litigation/admin/33-7851.htm"
817,"https://www.sec.gov/litigation/admin/34-42695.htm","https://www.sec.gov/litigation/admin/34-44240.htm"
818,"https://www.sec.gov/litigation/admin/34-42813.htm","https://www.sec.gov/litigation/litreleases/lr16562.htm"
819,"https://www.sec.gov/litigation/admin/33-7859.htm","https://www.sec.gov/litigation/litreleases/lr16689.htm"
820,"https://www.sec.gov/litigation/admin/34-42399.htm","https://www.sec.gov/litigation/litreleases/lr16433.htm"
833,"https://www.sec.gov/litigation/litreleases/lr18189.htm","https://www.sec.gov/litigation/admin/2009/34-59903.pdf"
838,"https://www.sec.gov/litigation/admin/34-42096.htm","https://www.sec.gov/litigation/opinions/34-51920.pdf"
839,"https://www.sec.gov/litigation/litreleases/lr16347.htm","https://www.sec.gov/litigation/admin/34-43446.htm"
840,"https://www.sec.gov/litigation/litreleases/lr16627.htm","https://www.sec.gov/litigation/litreleases/lr17770.htm"
841,"https://www.sec.gov/litigation/admin/34-43071.htm","https://www.sec.gov/litigation/admin/34-43071.htm"
842,"https://www.sec.gov/litigation/admin/34-43123.htm","https://www.sec.gov/litigation/admin/34-43123.htm"
843,"https://www.sec.gov/litigation/admin/34-43160.htm","https://www.sec.gov/litigation/litreleases/lr16657.htm"
844,"https://www.sec.gov/litigation/litreleases/lr16663.htm","https://www.sec.gov/litigation/admin/34-43327.htm"
845,"https://www.sec.gov/litigation/opinions/34-43235.htm","https://www.sec.gov/litigation/opinions/34-43235.htm"
846,"https://www.sec.gov/litigation/litreleases/lr16692.htm","https://www.sec.gov/litigation/litreleases/lr16692.htm"
847,"https://www.sec.gov/litigation/litreleases/lr16702.htm","https://www.sec.gov/litigation/litreleases/lr16702.htm"
